"indiv","pack","sex","daten","litter","index","rain","rainsd","brain","f","smlh","avweight","avage","dup","old_index","litter_eobservations","escort_eobservations","record_end","litter_eobservations2","fhresid"
"DM206","11","M",41401,"D1202",0.857142857142857,68.6666666666667,42.8276319752337,3.33,0,1.11426386128589,1398,367.333333333333,FALSE,1,7,6,41890,7,0.100231742690979
"HF248","1H","F",41437,"H1203",1,69.1833333333333,43.1960400822561,0.06,0.0078125,1.21055446932018,1200.2,361.8,FALSE,1,12,12,42532,12,0.200747353446345
"HF251","1H","F",41437,"H1203",0.833333333333333,69.1833333333333,43.1960400822561,0.06,0.10546875,0.985404928851387,1093,361.8,FALSE,1,12,10,41810,12,0.0284103469909236
"HM252","1H","M",41437,"H1203",0.416666666666667,69.1833333333333,43.1960400822561,0.06,0.0078125,0.807572597182921,1101,361.8,FALSE,1,12,5,41491,12,-0.202234518690916
"HM253","1H","M",41437,"H1203",1,69.1833333333333,43.1960400822561,0.06,0.078125,0.627381841786736,1159.2,361.8,FALSE,1,12,12,41836,12,-0.344400249597472
"BM580","1B","M",41453,"B1203",0.666666666666667,69.1833333333333,43.1960400822561,0.06,0.00390625,1.10133492048096,1521.75,371.5,FALSE,0.625,15,10,41713,15,0.0894153032465893
"BF585","1B","F",41453,"B1203",0.733333333333333,69.1833333333333,43.1960400822561,0.06,0.068359375,1.00500173851581,1330,371.5,FALSE,0.733333333333333,15,11,41650,15,0.0279383937302643
"BF589","1B","F",41453,"B1203",0.6,69.1833333333333,43.1960400822561,0.06,0.021484375,1.25476368357347,1193.33333333333,370.666666666667,FALSE,0.642857142857143,15,9,42377,15,0.252350322461506
"TM335","2","M",41669,"T1301",0.75,64.2,43.2746619124444,2.45666666666667,0,0.69532124040109,1180.625,366,FALSE,1,8,6,41964,8,-0.318710878193818
"BF593","1B","F",41537,"B1204",0.666666666666667,73.1583333333333,40.0569698471232,2.13666666666667,0.04638671875,1.1166685983509,1184,368,FALSE,0.5,6,4,42444,6,0.127722433412345
"HF260","1H","F",41781,"H1303",0.5,59.0083333333333,37.6155301180324,3.628,0.2020263671875,1.06083516843335,1002.5,360.5,FALSE,0.6,6,3,42312,6,0.156058979578615
